"title","wikibase_item","FilmID","status","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"Super 8 film","Q1412320","tt0466604","not exact match","tvSeries","Define Normal","Define Normal",0,"2005","\N","5","Documentary,Short"
"Cate Blanchett on screen and stage","Q22689947","tt0831586","not exact match","tvEpisode","Natural Selection","Natural Selection",0,"1994","\N","\N","Drama"
"Surya Vamsam (1997 film)","Q13508996","tt6551244","not exact match","movie","Suryavamsam","Suryavamsam",0,"1997","\N","156","Comedy,Drama,Family"
"Bhagwan Bharose","Q118903506","tt15360286","match","movie","Bhagwan Bharose","Bhagwan Bharose",0,"2023","\N","94","Comedy,Drama"
"Kantara 2","Q122021056","tt26439764","match","movie","Kantara 2","Kantara 2",0,"2023","\N","\N","Action,Thriller"
"Kristina and Karissa Shannon","Q1789378","tt3882018","not exact match","tvMovie","Cocked","Cocked",0,"2015","\N","49","Comedy,Drama"
"One-shot film","Q25212003","tt5960008","not exact match","movie","Love Can't Wait","Love Can't Wait",0,"\N","\N","75","Comedy,Romance"
"Nepali (film)","Q6994511","tt6449706","not exact match","movie","Nepaali","Nepaali",0,"2008","\N","186","Crime,Romance,Thriller"
"Kavya Kalyanram","Q122346569","tt14249343",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sexualization","Q1467001","tt2507550","not exact match","movie","Killing Us Softly 4: Advertising's Image of Women","Killing Us Softly 4: Advertising's Image of Women",0,"2010","\N","46","Documentary"
"Spy film","Q2297927","tt0458876","not exact match","short","O.H.M.S.","O.H.M.S.",0,"1913","\N","\N","Crime,Short"
"The Lady of the Camellias","Q898795","tt0341428","not exact match","movie","Kamelyali kadin","Kamelyali kadin",0,"1957","\N","\N","Drama,Romance"
"Figwit","Q7464559","tt0425993","not exact match","movie","Frodo Is Great... Who Is That?!!","Frodo Is Great... Who Is That?!!",0,"2004","\N","60","Documentary"
"Boulting brothers","Q3181105","tt1255461","not exact match","short","Consider Your Verdict","Consider Your Verdict",0,"1938","\N","38","Drama,Short"
"After the Rain (manga)","Q20044164","tt7637350","not exact match","movie","After the Rain","Koi wa ameagari no yô ni",0,"2018","\N","112","Drama,Romance,Sport"
"Indiana Jones Adventure","Q3150108","tt0764648","not exact match","short","Indiana Jones and the Temple of the Forbidden Eye Ride","Indiana Jones and the Temple of the Forbidden Eye Ride",0,"1995","\N","2","Adventure,Fantasy,Short"
"Slow motion","Q1899749","tt0256749","not exact match","tvMovie","Television Under the Swastika","Das Fernsehen unter dem Hakenkreuz",0,"1999","\N","55","Documentary,History,Sport"
"Screenlife","Q60753838","tt14239588","not exact match","short","2088","2088",0,"2021","\N","6","Sci-Fi,Short,Thriller"
"Ex-Husbands","Q119509259","tt21347764","match","movie","Ex-Husbands","Men of Divorce",0,"2023","\N","98","Comedy,Drama"
"Mai-chan's Daily Life","Q11278122","tt5627260","not exact match","movie","Mai-chan no nichijô","Mai-chan no nichijô",0,"2014","\N","55","Horror"
"Naragasooran","Q30592959","tt7031462",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Star Wars: Bounty Hunter","Q55219","tt0328475","match","videoGame","Star Wars: Bounty Hunter","Star Wars: Bounty Hunter",0,"2002","\N","\N","Action,Adventure,Fantasy"
"Kingdom Hearts HD 2.8 Final Chapter Prologue","Q20973486","tt5034320","match","videoGame","Kingdom Hearts HD 2.8 Final Chapter Prologue","Kingdom Hearts HD 2.8 Final Chapter Prologue",0,"2017","\N","\N","Action,Adventure,Family"
"Full Moon Features","Q5508101","tt0366347","not exact match","movie","Mega Scorpions","Deadly Stingers",0,"2003","\N","73","Comedy,Horror,Sci-Fi"
"Akash Puri","Q110263083","tt4859271",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thiruvin Kural","Q117771613","tt26743872","not exact match","movie","ThiruvinKural","ThiruvinKural",0,"2023","\N","117","Thriller"
"Hollywood Babylon","Q3139410","tt0826211","match","tvSeries","Hollywood Babylon","Hollywood Babylon",0,"1992","1993","30","Drama"
"Farnaz Shetty","Q18211451","tt7839325",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beauty and the Beast: A 30th Celebration","Q115815590","tt21220842","match","tvSpecial","Beauty and the Beast: A 30th Celebration","Beauty and the Beast: A 30th Celebration",0,"2022","\N","87","Adventure,Animation,Family"
"Ludwig Von Drake","Q1753262","tt0913583","not exact match","tvEpisode","Kids Is Kids","Kids Is Kids",0,"1961","\N","60","Adventure,Drama,Family"
"Stitch's Great Escape!","Q2908806","tt0451213","match","short","Stitch's Great Escape!","Stitch's Great Escape!",0,"2004","\N","\N","Short"
"History of film technology","Q12607578","tt2360560","not exact match","short","Salvage Operations of S.S. Oceana","Salvage Operations of S.S. Oceana",0,"1912","\N","\N","Documentary,Short"
"Samudhiram","Q7410680","tt11542520","not exact match","movie","Samudhram","Samudhram",0,"2001","\N","163","Drama"
"Midnight Rider (film)","Q16161887","tt2835050",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Wingfeather Saga","Q25348962","tt7801744","not exact match","short","The Wingfeather Saga: A Crow for the Carriage","The Wingfeather Saga: A Crow for the Carriage",0,"2017","\N","15","Action,Animation,Fantasy"
"Perry Fitzpatrick","Q107599859","tt4966862","not exact match","tvEpisode","Hot and Cold","Hot and Cold",0,"2015","\N","23","Comedy"
"Disney Illusion Island","Q113875958","tt28517727","match","videoGame","Disney Illusion Island","Disney Illusion Island",0,"2023","\N","\N","Family"
"Noorin Shereef","Q47493064","tt9548980","not exact match","tvEpisode","Japanese Porn Star Gets 100 Bottles of WHAT?","Japanese Porn Star Gets 100 Bottles of WHAT?",0,"2012","\N","\N","Comedy,News,Sport"
"Party (upcoming film)","Q30668415","tt7531036",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ankush (2023 film)","Q122841172","tt28061643","not exact match","movie","Ankush","Ankush",0,"2023","\N","\N","Action"
"Men of Plastic","Q114836415","tt14540454",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carl Reiner on screen and stage","Q105626594","tt0086109","not exact match","tvEpisode","Pinocchio","Pinocchio",0,"1984","\N","51","Adventure,Comedy,Family"
"Cucurrucucú paloma","Q3699179","tt0257514","not exact match","movie","Cucurrucucú Paloma","Cucurrucucú Paloma",0,"1965","\N","99","Drama,Musical"
"Twisted (musical)","Q16927872","tt3033536","not exact match","movie","Twisted: The Untold Story of a Royal Vizier","Twisted: The Untold Story of a Royal Vizier",0,"2013","\N","133","Musical"
"Dr. Mabuse","Q590350","tt5955540","not exact match","movie","The Thousand and One Lives of Doctor Mabuse","The Thousand and One Lives of Doctor Mabuse",0,"2020","\N","\N","Mystery,Thriller"
"Story of Things","Q116275471","tt25151592","match","tvSeries","Story of Things","Story of Things",0,"2023","\N","48","Drama"
"Itlu Maredumilli Prajaneekam","Q115806109","tt21289032","match","movie","Itlu Maredumilli Prajaneekam","Itlu Maredumilli Prajaneekam",0,"2022","\N","122","Drama"
"Star Wars: Episode III – Revenge of the Sith (soundtrack)","Q3022591","tt0459164","not exact match","video","Star Wars: A Musical Journey","Star Wars: A Musical Journey",0,"2005","\N","71","Music"
"XXXchurch.com","Q8042642","tt0451127","not exact match","movie","Missionary Positions","Missionary Positions",0,"2005","\N","80","Documentary"
"Pornography and erotica in the Philippines","Q7230218","tt0410588","not exact match","video","Sex in Philippine Cinema","Sex in Philippine Cinema",0,"2004","\N","\N","\N"
"Raa (film)","Q7278365","tt3411804","not exact match","movie","Raa...","Raa...",0,"2001","\N","\N","Romance"
"Screw (magazine)","Q4358461","tt0185654","not exact match","movie","SOS: Screw on the Screen","SOS: Screw on the Screen",1,"1975","\N","80","Adult,Comedy"
"The Muppets Studio","Q3327964","tt0408034","not exact match","tvSpecial","The Nick & Jessica Variety Hour","The Nick & Jessica Variety Hour",0,"2004","\N","60","Comedy,Music"
"Indraja Shankar","Q119041027","tt10860565",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miley Cyrus videography","Q16161942","tt2129710","not exact match","tvSeries","The Miley and Mandy Show","The Miley and Mandy Show",0,"2008","\N","\N","\N"
"Billy (Black Christmas)","Q85845518","tt1074369","not exact match","tvEpisode","Black Christmas","Black Christmas",0,"2005","\N","\N","Documentary"
"Splat Pack","Q3493660","tt2006885","not exact match","video","The Splat Pack","The Splat Pack",0,"2010","\N","43","Documentary,Short"
"Yaanai Mugathaan","Q117790196","tt27055072","match","movie","Yaanai Mugathaan","Yaanai Mugathaan",0,"2023","\N","127","Fantasy"
"Nunsploitation","Q1377546","tt1385949","not exact match","movie","Nun of That","Nun of That",0,"2008","\N","91","Action,Comedy"
"Defunctland","Q62099173","tt7974672","match","tvSeries","Defunctland","Defunctland",0,"2017","\N","\N","Documentary,History"
"See You Next Wednesday","Q3477644","tt3952966","not exact match","short","Annulment","Annulment",0,"2015","\N","20","Comedy,Short"
"Amaran (film)","Q4740141","tt10713436","not exact match","movie","Amaran 1992","Amaran 1992",0,"1992","\N","130","Crime"
"Joshna Fernando","Q21621287","tt12874608","not exact match","movie","Naadi Thudikuthadi","Naadi Thudikuthadi",0,"2020","\N","\N","Drama"
"Chocklet","Q5103590","tt3907636","match","movie","Chocklet","Chocklet",0,"2001","\N","\N","Drama"
"Bachi (film)","Q16246896","tt1694521","not exact match","movie","Baachi","Baachi",0,"2000","\N","\N","Action"
"Harman and Ising","Q983477","tt1129366","not exact match","tvShort","The Adventures of Sir Gee Whiz on the Other Side of the Moon","The Adventures of Sir Gee Whiz on the Other Side of the Moon",0,"1960","\N","5","Animation,Short"
"Finding Nemo Submarine Voyage","Q2920234","tt1319713","match","video","Finding Nemo Submarine Voyage","Finding Nemo Submarine Voyage",0,"2007","\N","15","Adventure,Animation,Comedy"
"Self-discovery","Q1726563","tt1381850","not exact match","movie","Petals: Journey Into Self Discovery","Petals: Journey Into Self Discovery",0,"2008","\N","50","Documentary"
"1923 in film","Q521398","tt4989632","not exact match","movie","Hoy o nuca, bésame","Hoy o nuca, bésame",0,"1923","\N","\N","\N"
"Great Moments with Mr. Lincoln","Q2364739","tt0070896","not exact match","short","The Walt Disney Story","The Walt Disney Story",0,"1973","\N","23","Biography,Documentary,Family"
"The Goddamn George Liquor Program","Q7736921","tt0267182","match","tvSeries","The Goddamn George Liquor Program","The Goddamn George Liquor Program",0,"1997","1998","\N","Animation,Comedy"
"Nomadland: Surviving America in the Twenty-First Century","Q65075703","tt7907666","not exact match","short","CamperForce","CamperForce",0,"2017","\N","\N","Documentary,Short"
"Bhalchandra Kadam","Q19560913","tt6219447",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spike and Mike's Festival of Animation","Q7577220","tt7054046","not exact match","movie","Animation Outlaws","Animation Outlaws",0,"2020","\N","67","Documentary"
"Famous Monsters of Filmland","Q5433473","tt2180547","not exact match","movie","The AckerMonster Chronicles!","The AckerMonster Chronicles!",0,"2012","\N","90","Documentary"
"Angie Ferro","Q121670359","tt0318412","not exact match","movie","Magdusa ka!","Magdusa ka!",0,"1986","\N","\N","Drama"
"Aki and Pawpaw","Q111664462","tt16411110","match","movie","Aki and Pawpaw","Aki and Pawpaw",0,"2021","\N","133","Comedy,Drama"
"Matthew Hoffman (TV host)","Q115862441","tt16410152","not exact match","tvSpecial","The Thanksgiving Day Parade on CBS","The Thanksgiving Day Parade on CBS",0,"2021","\N","125","Reality-TV"
"Val Verde (fictional country)","Q2602829","tt0505574","not exact match","tvEpisode","Plague Ship of Val Verde","Plague Ship of Val Verde",0,"2003","\N","43","Action,Adventure,Fantasy"
"Movietone News","Q116293563","tt0271171","not exact match","short","Shaw Talks for Movietone News","Shaw Talks for Movietone News",0,"1928","\N","5","Short"
"Sathiya Sothanai","Q120800057","tt13189304","not exact match","movie","Sathiya Sodhanai","Sathiya Sodhanai",0,"2023","\N","109","Comedy"
"Yaar Jigree Kasooti Degree","Q60772645","tt9037590","match","tvMiniSeries","Yaar Jigree Kasooti Degree","Yaar Jigree Kasooti Degree",0,"2018","\N","35","Comedy,Drama"
"Pandu (film)","Q117484067","tt15819074","not exact match","movie","Pandu","Pandu",0,"2021","\N","126","Comedy"
"Laal Banarasi","Q118671741","tt27704889","match","tvSeries","Laal Banarasi","Laal Banarasi",0,"2023","\N","\N","Drama,Family,Romance"
"1922 in film","Q913305","tt4969012","not exact match","movie","Estrellita del cine","Estrellita del cine",0,"1922","\N","\N","\N"
"S5 No Exit","Q120970333","tt15566126","not exact match","movie","S5","S5",0,"2022","\N","110","Horror,Thriller"
"1924 in film","Q383716","tt4989910","not exact match","movie","Sampaguita","Sampaguita",0,"1924","\N","\N","\N"
"Anmitsu Hime","Q711279","tt1165248","not exact match","tvMovie","Anmitsu hime","Anmitsu hime",0,"2008","\N","110","Drama"
"1925 in film","Q378565","tt0764829","not exact match","movie","Miracles of Love","Miracles of Love",0,"1925","\N","\N","\N"
"A Wish for Wings That Work","Q4660678","tt0103272","match","tvMovie","A Wish for Wings That Work","A Wish for Wings That Work",0,"1991","\N","23","Adventure,Animation,Comedy"
"Steven Spielberg's unrealized projects","Q27948841","tt1414547","not exact match","movie","Pirate Latitudes","Pirate Latitudes",0,"\N","\N","\N","Drama"
"007 Stage","Q4545538","tt2660232","not exact match","short","Intel Ultrabook: Egypt","Intel Ultrabook: Egypt",0,"2012","\N","1","Fantasy,Short"
"Idhu Kadhal Varum Paruvam","Q5988606","tt8972034","not exact match","movie","Idhu Kadal Varum Parivom","Idhu Kadal Varum Parivom",0,"2006","\N","100","Drama"
"Rachel Carruthers","Q107354924","tt0469093","not exact match","video","Halloween: 25 Years of Terror","Halloween: 25 Years of Terror",0,"2006","\N","83","Documentary,Horror"
"Veeranadai","Q12989265","tt4498610","not exact match","movie","Veera Nadai","Veera Nadai",0,"2000","\N","\N","Drama"
"Sathi Gani Rendu Ekaralu","Q120084235","tt27048587","not exact match","movie","Satthi Gaani Rendu Yekaralu","Satthi Gaani Rendu Yekaralu",0,"2023","\N","\N","Comedy"
"Semmalar Annam","Q27786561","tt8595292","not exact match","short","Emily","Emily",0,"2017","\N","\N","Drama,Short"
"Easy Riders, Raging Bulls","Q5331158","tt0359203","not exact match","movie","Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood","Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood",0,"2003","\N","119","Documentary"
"Panghrun","Q115676316","tt11146760","match","movie","Panghrun","Panghrun",0,"2019","\N","131","Drama,Musical"
"Prosit Roy","Q98078235","tt4229668","not exact match","short","Bloody Moustache","Bloody Moustache",0,"2015","\N","13","Drama,Short,Thriller"
"Alamo Village","Q4705980","tt0103119","not exact match","movie","Travis","Travis",0,"1991","\N","\N","Biography,Drama,History"
"Makuta VFX","Q17071338","tt1880313","not exact match","movie","Hunting the Phantom","Hunting the Phantom",0,"2014","\N","120","Action,Adventure,Sci-Fi"
"Mail (film)","Q105274697","tt13760494",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Time Capsule","Q7769301","tt10418680","match","movie","The Time Capsule","The Time Capsule",0,"2022","\N","105","Drama,Romance,Sci-Fi"
"Cranium Command","Q2311471","tt0201546","match","short","Cranium Command","Cranium Command",0,"1989","\N","\N","Adventure,Animation,Comedy"
"John Connors (actor)","Q30123069","tt4402690","not exact match","tvEpisode","Episode #1.3","Episode #1.3",0,"2015","\N","\N","Comedy"
"Nagarahavu (2002 film)","Q6958522","tt10682976","not exact match","movie","Naagara Havu","Naagara Havu",0,"2002","\N","158","Thriller"
"Swanandi Tikekar","Q41142161","tt10521691",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idam Porul Yaeval","Q16249085","tt4328820",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jade Cocoon 2","Q2068828","tt0353570","match","videoGame","Jade Cocoon 2","Tamamayu monogatari 2",0,"2001","\N","\N","Action,Adventure,Fantasy"
