"title","wikibase_item","Studio"
"Anna Oxa","Q238061","studio = 18 "
"Jamie Lynn Spears","Q55497","studio = 1 "
"Umberto Tozzi","Q365060","studio = 18 "
"Leone il cane fifone","Q641486","studio = [[John R. Dilworth"
"Rudolf Hess","Q75866","studio = diploma "
"Jay-Z","Q62766","studio = 13 "
"Muse (gruppo musicale)","Q22151","studio = 9 "
"Aerosmith","Q126826","studio = 15 "
"Candy Candy","Q699643","studio = [[Toei Animation]] "
"Devilman","Q2632547","studio = [[Toei Doga]] "
"Baki the Grappler","Q1197213","studio = [[Knack Productions]] }} {{fumetto e animazione "
"Zooey Deschanel","Q191719","studio = 6 <small>(con She & Him)</small> "
"Jon Bon Jovi","Q150916","studio = 2 "
"DMX (rapper)","Q223769","studio = 7 "
"Levante (cantante)","Q19310473","studio = 5 "
"Imagine Dragons","Q391348","studio = 5 "
"Petra Magoni","Q3377583","studio = |album live = "
"Vinland Saga (manga)","Q930990","studio = [[Wit Studio]] "
"Fiorella Mannoia","Q2704206","studio = 19 "
"Maria Shriver","Q230654","studio = [[Bachelor of Arts]] "
"Edoardo Nesi","Q540403","studio = Diploma di [[Maturità scientifica]] "
"Courtney Love","Q222071","studio = 1 solista, 4 con le Hole "
"Post Malone","Q21621919","studio = 5 "
"Umberto Bossi","Q47832","studio = Diploma di [[Maturità scientifica]] "
"Eddie van Halen","Q272012","studio = 11 "
"Olivia Newton-John","Q185165","studio = 26 "
"Mino Reitano","Q1394902","studio = 22 "
"Slash","Q34166","studio = 5 "
"Vanessa Hudgens","Q123174","studio = 2 "
"R.E.M. (gruppo musicale)","Q134969","studio = 15 "
"Queen Latifah","Q1112005","studio = 5 "
"Tommy Lee","Q331748","studio = 3 }} {{Bio "
"Dr. Dre","Q6078","studio = 3 "
"Radiohead","Q44190","studio = 10 (9 + 1 remix) "
"Slipknot","Q254138","studio = 7 "
"Nana (manga)","Q423658","studio = [[Madhouse (azienda)"
"Björk","Q42455","studio = 10 "
"Antonella Ruggiero","Q461316","studio = 17 "
"Enrico Montesano","Q1053244","studio = Diploma di geometra "
"The Cure","Q484427","studio = 13 "
"Ragna Crimson","Q102254282","studio = [[Silver Link]] "
"Christina Aguilera","Q41594","studio = 9 "
"South Park","Q16538","studio = Celluloid Studios "
"Rammstein","Q25177","studio = 8 "
"Mushoku Tensei","Q19840456","studio = [[Studio Bind]] "
"Robert Plant","Q428223","studio = 9 <small>(con i Led Zeppelin)</small><br />11 <small>(da solista)</small><br />1 <small>(con i Page and Plant)</small><br />1 <small>(con Alison Krauss)</small> "
"The Who","Q93346","studio = 12 "
"Miguel Bosé","Q356762","studio = 12 "
"Noemi (cantante)","Q35109","studio = 6 "
"Bon Jovi","Q259254","studio = 15 "
"Le avventure di Lupin III","Q5389984","studio = [[Tokyo Movie]] "
"Curioso come George","Q2571339","studio = [[Universal Animation Studios]] "
"Blackpink","Q25056945","studio = 2 "
"Rod Stewart","Q182655","studio = 32 "
"Brian Johnson","Q295948","studio = 13 "
"The Doors","Q45354","studio = 9 "
"Teo Teocoli","Q3983826","studio = |album live = "
"Angelo Branduardi","Q25153","studio = 28 "
"Bad Bunny","Q44333953","studio = 4 "
"Dalida","Q539171","studio = 38 "
"Dolcenera","Q447306","studio = 7 "
"Palpatine","Q51770","studio = [[Lucasfilm]] "
"Capo Plaza","Q52985500","studio = 3 }} {{Bio "
"Daft Punk","Q185828","studio = 4 "
"Marco Masini","Q539713","studio = 11 "
"Juliette Lewis","Q230523","studio = 4 }} Juliette Lewis ha anche una carriera come cantante e musicista. È stata alla guida del gruppo [[Juliette and the Licks]] per sei anni, con i quali ha pubblicato un [[Extended play"
"Ringo Starr","Q2632","studio = 14 "
"Jimmy Page","Q165467","studio = 9 <small>(con i Led Zeppelin)</small><br />1 <small>(con gli Yardbirds)</small><br />2 <small>(con i The Firm)</small><br />1 <small>(come Coverdale•Page)</small> "
"The Smiths","Q180598","studio = 4 "
"Nicola Di Bari (cantante)","Q613429","studio = 13 "
"Machine Gun Kelly (rapper)","Q1354843","studio = 6 }} {{Bio "
"Bertrand Russell","Q33760","studio = Laurea in [[logica]] e [[filosofia]] "
"Viktor Orbán","Q57641","studio = Laurea in [[Giurisprudenza]] "
"Enrico Ruggeri","Q592751","studio = 28 "
"Tears for Fears","Q269091","studio = 7 "
"Monster (manga)","Q858384","studio = [[Madhouse (azienda)"
"Brian Jones","Q204943","studio = |album live = "
"Raphael Gualazzi","Q357158","studio = 7 "
"Delta Goodrem","Q228818","studio = 6 "
"Noyz Narcos","Q3879132","studio = 8 "
"Sean Combs","Q216936","studio = 5 "
"Vittorio Cecchi Gori","Q1459321","studio = |alma mater = "
"Made in Abyss","Q18335422","studio = [[Kinema Citrus]] "
"Charles de Gaulle","Q2042","studio = |alma mater = [[École spéciale militaire de Saint-Cyr"
"Super Dragon Ball Heroes (serie animata)","Q55096093","studio = [[Toei Animation]] "
"The Police","Q178095","studio = 5 "
"Barbapapà","Q755021","studio = [[K&S]] "
"Lou Reed","Q189080","studio = 20 "
"Stefano Di Battista","Q721088","studio = |album live = "
"Phineas e Ferb","Q217679","studio = [[Walt Disney Television Animation]] "
"Anthony Kiedis","Q204751","studio = 13 "
"Barry Gibb","Q296872","studio = |album live = "
"Lamù","Q715723","studio = [[Pierrot (azienda)"
"Arctic Monkeys","Q170599","studio = 7 "
"Cowboy Bebop","Q232246","studio = [[Sunrise (azienda)"
"Enrico Nigiotti","Q41458912","studio = 4 "
"Gwen Stefani","Q483379","studio = 4 "
"Blanco (cantante)","Q105076439","studio = 2 }} {{Bio "
"Tokyo Ghoul","Q11102941","studio = [[Pierrot (azienda)"
"Mötley Crüe","Q486688","studio = 9 "
"Record of Ragnarok","Q77697747","studio = [[Graphinica]] "
"Jacques Chirac","Q2105","studio = Laurea in Scienze politiche "
"Dave Grohl","Q12006","studio = 19 "
"Dead or Alive (gruppo musicale)","Q368961","studio = 7 "
"David Hasselhoff","Q201927","studio = |album live = "
"Paris Hilton","Q47899","studio = 1 }} {{Modello "
"Tomaso Montanari","Q16616136","studio = Laurea in lettere moderne "
"Joy Division","Q172763","studio = 2 "
"Eva Robin's","Q2245540","studio = |album live = "
"Peter Gabriel","Q175195","studio = 13 "
"Ivano Fossati","Q923141","studio = 20 "
"Daniele Luttazzi","Q3014938","studio = 2 "
"Paolo Conte","Q179516","studio = 16 "
"Marvin Gaye","Q189758","studio = 20 "
"System of a Down","Q45165","studio = 5 "
"Moshe Dayan","Q188783","studio = |alma mater = "
"Cristiano De André","Q3697447","studio = 6 "
"Evita Perón","Q40933","studio = [[Licenza media]] "
"Eiza González","Q572761","studio = 2 "
"Nicki Minaj","Q162202","studio = 4 "
"Marco (serie animata)","Q700044","studio = [[Nippon Animation]] "
"Walter Veltroni","Q319547","studio = Diploma di [[istituto professionale]] per <br/>la cinematografia <br/>e la televisione "
"The Smashing Pumpkins","Q184217","studio = 12 "
"Blue Lock","Q62414782","studio = [[8-Bit (azienda)"
"NSYNC","Q154454","studio = 5 "
"Van Halen","Q190155","studio = 12 "
"Riccardo Zanotti","Q63425997","studio = |album live = "
"Ice Cube","Q173637","studio = 10 "
"Nicolas Sarkozy","Q329","studio = Laurea in giurisprudenza "
"Beatriz Luengo","Q297598","studio = 5 "
"Peter Pan","Q107190","studio = |data inizio = [[1902]] "
"Wanda Osiris","Q4018073","studio = |album live = "
"Neffa","Q1974203","studio = 8 "
"Heather Parisi","Q3783993","studio = 6 "
"Alex Britti","Q621480","studio = 12 "
"Holly e Benji - Due fuoriclasse","Q954612","studio = [[Tsuchida Production]] "
"Mario Merola","Q695653","studio = 44 "
"Corrado (conduttore televisivo)","Q1242194","studio = 4 "
"Bon Scott","Q204162","studio = 7 "
"Natalino Otto","Q3870682","studio = 14 "
"Sufjan Stevens","Q319502","studio = 9 "
"John Bonham","Q485490","studio = 9 "
"Yōko Ono","Q117012","studio = 19 "
"Articolo 31","Q712414","studio = 7 "
"Sydne Rome","Q449373","studio = |album live = "
"Manuel Agnelli","Q3844975","studio = 1 "
"Black Clover","Q20638503","studio = [[Xebec]] "
"Toto (gruppo musicale)","Q207472","studio = 14 "
"Ignazio Silone","Q168431","studio = |alma mater = "
"The Cranberries","Q483810","studio = 8 "
"Hugh Laurie","Q49017","studio = 2 "
"Jain (cantante)","Q21405456","studio = 3 "
"Violante Placido","Q455945","studio = 2 "
"Francesco Salvi","Q1055784","studio = 7 "
"Moby","Q14045","studio = 20 <small>(13 + 6 remix)</small> "
"Liam Gallagher","Q216708","studio = 7 "
"Louis Tomlinson","Q3624971","studio = 2 "
"Ray Lovelock","Q463023","studio = |album live = "
"Foo Fighters","Q483718","studio = 11 "
"Lillo (comico)","Q13460338","studio = 5 "
"Manu Chao","Q207898","studio = 5 "
"Aretha Franklin","Q125121","studio = 40 "
"Luca Carboni","Q119422","studio = 12 "
"Disincanto (serie animata)","Q33393380","studio = The ULULU Company "
"Jamiroquai","Q202041","studio = 8 "
"Leonard Cohen","Q1276","studio = 14 "
"Cyndi Lauper","Q1545","studio = 10 (+ 2 [[extended play"
"New Trolls","Q654537","studio = 12 "
"Emis Killa","Q2716244","studio = 6 "
"Robin Gibb","Q188482","studio = 8 "
"Oshi no ko - My Star","Q97310775","studio = [[Doga Kobo]] "
"Raf","Q733379","studio = 13 "
"The Clash","Q125603","studio = 6 "
"Paky","Q112194677","studio = 1 }} {{Bio "
"Gabriella Ferri","Q441825","studio = 14 }} {{Bio "
"Luke Evans","Q722001","studio = 2 "
"Claudio Villa","Q382099","studio = 82 "
"Alessandro Meluzzi","Q3610141","studio = *laurea in medicina e chirurgia *baccellierato in filosofia "
"Brian Eno","Q569003","studio = 50 "
"Brian May","Q15873","studio = 19 <small>(16 con i Queen, 3 solista)</small> "
"Bruno Mars","Q1450","studio = 3 "
"Kamala Harris","Q10853588","studio = [[Juris Doctor]] e [[Bachelor of Arts]] "
"Milva","Q241835","studio = 63 "
"Liza Minnelli","Q14441","studio = 11 "
"Dragon Ball GT","Q735669","studio = [[Toei Animation]] "
"Village People","Q219874","studio = 9 "
"Alessandro Cecchi Paone","Q3609915","studio = Laurea in Scienze politiche "
"Marchese de Sade","Q123867","studio = Accademia militare "
"Cristina Scuccia","Q17143550","studio = 2 "
"Barry White","Q213647","studio = 20 "
"Robert Del Naja","Q712176","studio = 5 <small>(Massive Attack)</small> "
"Chiara Galiazzo","Q1252132","studio = 4 "
"Take That","Q152066","studio = 7 "
"Gorillaz","Q189991","studio = 8 "
"Wacky Races","Q1002254","studio = [[Hanna-Barbera]] "
"Jeff Beck","Q192474","studio = |album live = "
"Paola Iezzi","Q16586771","studio = 1 album<br>12 [[Extended play"
"Alberto Fortis","Q1125297","studio = 12 + 1 EP "
"Annie Lennox","Q151231","studio = 6 "
"Mr. Bean (serie animata)","Q841367","studio = [[Tiger Aspect Productions]] "
"Doraemon","Q235311","studio = Nippon TV Video "
"Teenage Mutant Ninja Turtles - Tartarughe Ninja","Q501338","studio = [[Nickelodeon (rete televisiva)"
"Caterina Caselli","Q266617","studio = 7 "
"Carlo Levi","Q312628","studio = |alma mater = "
"Francesco Gabbani","Q22695683","studio = 5 "
"Giusy Ferreri","Q287932","studio = 6 "
"Creedence Clearwater Revival","Q192463","studio = 7 "
"Occhi di gatto","Q715804","studio = [[Tokyo Movie Shinsha]] "
"Enzo Avallone","Q3726449","studio = 1 }} {{Bio "
"Blur","Q485820","studio = 9 "
"Nada (cantante)","Q272648","studio = 18 "
"Oswald Mosley","Q332400","studio = |alma mater = "
"Morrissey","Q202246","studio = 13 "
"Gaia (cantante)","Q89375508","studio = 2 "
"Talking Heads","Q205001","studio = 8 "
"Rita Pavone","Q263442","studio = 21 "
"Pokémon (serie animata)","Q239937","studio = [[Oriental Light and Magic]] "
"Giovanni Lindo Ferretti","Q3767570","studio = 13 "
"Ranma ½","Q272015","studio = [[Kitty Films]] "
"Joey Tempest","Q346396","studio = |album live = "
"Sid Vicious","Q47878","studio = 3 "
"Sergio Endrigo","Q468789","studio = 20 "
"Franco126","Q60693296","studio = 2 "
"Steven Wilson","Q352766","studio = 7 "
"Fabio Rovazzi","Q24895536","studio = |album live = "
"Anastacia","Q34584","studio = 7 "
"Roger Taylor (batterista 1949)","Q15880","studio = 25 <small>(16 con i Queen, 3 con i The Cross, 6 solista)</small> "
"Mita Medici","Q3859408","studio = 2 "
"Dan Reynolds","Q5214275","studio = 6 "
"Peter Sellers","Q177984","studio = 10 "
"City Hunter","Q714064","studio = [[Sunrise (azienda)"
"Pitbull (rapper)","Q187844","studio = 10 "
"Paolo Nutini","Q313704","studio = 4 "
"Teddy Reno","Q3982526","studio = 11 "
"Neil Young","Q633","studio = 29 "
"Adriano Pappalardo","Q2891989","studio = 7 "
"Carlos Santana","Q819016","studio = 32 "
"Joe Cocker","Q190076","studio = 22 "
"Flea","Q202859","studio = |album live = "
"Federico Zampaglione","Q3741946","studio = 8 "
"Amália Rodrigues","Q214813","studio = |album live = "
"Gli antenati","Q201358","studio = [[Hanna-Barbera]] "
"Bryan Adams","Q482907","studio = 15 "
"Jethro Tull (gruppo musicale)","Q192353","studio = 23 "
"Tony Blair","Q9545","studio = Laurea in Giurisprudenza<br/>[[Bachelor of Arts]] "
"Karen Carpenter","Q1250861","studio = |album live = "
"Alessandro Mannarino","Q3610116","studio = 5 "
"Alice Cooper","Q332032","studio = 28 "
"Bluey (serie animata)","Q39071378","studio = Ludo Studio "
"Gianfranco Funari","Q3763074","studio = 1 "
"Hillary Clinton","Q6294","studio = [[Bachelor of Arts]]<br />[[Juris Doctor]] "
"Sal Da Vinci","Q2283974","studio = 19 "
"Michelle Obama","Q13133","studio = Laurea in [[giurisprudenza]] "
"Fred Buscaglione","Q2123731","studio = 9 "
"Sex Pistols","Q82545","studio = 1 "
"Stevie Nicks","Q234691","studio = 8 "
"Bobby Solo","Q447407","studio = 37 "
"Ultimate Muscle","Q2555827","studio = [[Toei Animation]] "
"Rondodasosa","Q107455254","studio = 1 }} {{Bio "
"Nancy Pelosi","Q170581","studio = [[Bachelor of Laws]] "
"Matt Skiba","Q707151","studio = |album live = "
"Tracy Chapman","Q187814","studio = 8 "
"Angus Young","Q43932","studio = }} {{Bio "
"Franco Zeffirelli","Q53040","studio = diploma [[Alta formazione artistica, musicale e coreutica"
"James Hetfield","Q484302","studio = 12 "
"Martin Bormann","Q76367","studio = |alma mater = "
"Little Tony","Q982072","studio = |album live = "
"Gabibbo","Q762919","studio = |studio nota = "
"Slam Dunk","Q714760","studio = [[Toei Animation]] "
"Pablo Puyol","Q902817","studio = 3 "
"Pharrell Williams","Q14313","studio = 8 <small>(2 solista, 5 con N.E.R.D, 1 con The Neptunes)</small> "
"Yu degli spettri","Q18225473","studio = [[Pierrot (azienda)"
"Chiara Iezzi","Q11723267","studio = 4 [[Extended play"
"Demi Lovato","Q41173","studio = 8 "
"Negramaro","Q1091441","studio = 7 "
"Rosalía (cantante)","Q28843759","studio = 3 "
"Mac Miller","Q324726","studio = 6 "
"Omar Pedrini","Q2023130","studio = 6 "
"I Cavalieri dello zodiaco (serie animata)","Q3790110","studio = [[Toei Animation]] "
"Massive Attack","Q357418","studio = 5 "
"Pupo (cantante)","Q1968623","studio = 15 "
"John Mayer","Q215215","studio = 8 + 5 EP "
"Bungo Stray Dogs","Q17215635","studio = [[Bones (azienda)"
"Romano Mussolini","Q446421","studio = 15 "
"Irene Grandi","Q437927","studio = 12 "
"Marco Pannella","Q47651","studio = Laurea in giurisprudenza "
"Gemelle Kessler","Q563255","studio = 3 "
"Nick Jonas","Q201656","studio = 4 "
"Pearl Jam","Q142701","studio = 11 "
"Katia Ricciarelli","Q242538","studio = |album live = "
"Great Teacher Onizuka","Q457981","studio = [[Pierrot (azienda)"
"Miles Davis","Q93341","studio = 53 "
"Ronnie James Dio","Q185151","studio = |raccolte = }} {{Bio "
"Pantera (gruppo musicale)","Q180880","studio = 9 "
"Beppe Grillo","Q47683","studio = Diploma di ragioneria "
"Nicole Scherzinger","Q167696","studio = 2 "
"Boney M.","Q156298","studio = 8<ref name=""album""/> "
"Rocky Joe","Q697000","studio = [[Mushi Productions]] "
"Megadeth","Q83431","studio = 16 "
"Clementino (rapper)","Q3680485","studio = 9 <small>(8 + 1 album di remix)</small> "
"Conan il ragazzo del futuro","Q697616","studio = [[Nippon Animation]] "
"Hayden Panettiere","Q171571","studio = |album live = "
"Dr. Stone","Q38275959","studio = [[TMS Entertainment]] "
"Sandra Mondaini","Q459637","studio = 4 "
"Piero Marrazzo","Q634620","studio = Laurea in giurisprudenza "
"Luisa Corna","Q425826","studio = 3 "
"BoJack Horseman","Q17733404","studio = [[The Tornante Company]] "
"Miriam Makeba","Q146256","studio = 25 "
"Pierdavide Carone","Q466796","studio = 4 "
"Haiducii","Q432179","studio = 1 "
"A tutto reality","Q116195","studio = Elliott Animation "
"Richard Wright (musicista)","Q190251","studio = 17 "
"C'era una volta... Pollon","Q703679","studio = [[Kokusai Eigasha]] "
"Antoine (cantante)","Q369811","studio = 5 "
"Eddie Vedder","Q221535","studio = 3 "
"Billy Idol","Q73437","studio = 8 "
"Nichi Vendola","Q507595","studio = Laurea in [[Lettere e filosofia"
"Thom Yorke","Q188668","studio = 4 "
"Memo Remigi","Q3854366","studio = |album live = "
"Scott Raynor","Q1191027","studio = |album live = "
"Maurice Gibb","Q296876","studio = |album live = "
"Alyssa Milano","Q189067","studio = 4 "
"Piero Pelù","Q1749626","studio = 6 "
"Kula Shaker","Q611878","studio = 6 "
"Louis Armstrong","Q1779","studio = |album live = "
"Nick Cave","Q192668","studio = 22 "
"Peppino di Capri","Q982377","studio = 39 "
"Lola Falana","Q290576","studio = |album live = "
"Miguel Ángel Muñoz","Q1078846","studio = |album live = "
"Sword Art Online","Q27863","studio = [[A-1 Pictures]] "
"Stephen Collins","Q435434","studio = 1 "
"Noel Gallagher","Q193459","studio = 7 "
"Tom Waits","Q184805","studio = 20 "
"Sum 41","Q483558","studio = 7 "
"Daniele Silvestri","Q743425","studio = 10 "
"Adam Levine","Q219631","studio = 7 "
"Pet Shop Boys","Q485625","studio = 14 (+ 4 di remix) "
"Sammy Barbot","Q3946523","studio = |album live = "
"Grace Jones","Q450429","studio = 11 "
"Kendrick Lamar","Q130798","studio = 5 "
"Salvo Lima","Q1970552","studio = Laurea in giurisprudenza "
"Halsey (cantante)","Q18534249","studio = 4 "
"Mila e Shiro - Due cuori nella pallavolo","Q2624529","studio = [[Knack Co. Ltd.]] "
"Peter Stormare","Q295148","studio = |album live = "
"Zombie 100 - Cento cose da fare prima di non-morire","Q105562947","studio = [[Bug Films]] "
"Alice in Chains","Q484255","studio = 8 "
"Enya","Q38257","studio = 9 "
"Pietro Ubaldi","Q3904312","studio = |album live = "
"Hailee Steinfeld","Q231726","studio = |album live = "
"Dolly Parton","Q180453","studio = 48 "
"LEGO Ninjago (serie animata)","Q851818","studio = [[LEGO]] "
"American Dad!","Q210311","studio = [[Atlantic Creative]] "
"Haikyu!!","Q326642","studio = [[Production I.G]] "
"Joe Jonas","Q191088","studio = 7 "
"Mandy Moore","Q187832","studio = 8 "
"Marina Marfoglia","Q3848049","studio = 1 }} {{Bio "
"Luca Laurenti","Q3838167","studio = 1 "
"Gino Santercole","Q3764726","studio = 4 "
"Lodovica Comello","Q1444256","studio = 2 "
"Seal","Q218091","studio = 10 "
"Taylor Momsen","Q193509","studio = 4 }} {{Bio "
"Black Eyed Peas","Q134541","studio = 9 "
"Pink (cantante)","Q160009","studio = 9 "
"Lynyrd Skynyrd","Q158462","studio = 14 "
"Teen Titans (serie animata)","Q638600","studio = [[Warner Bros. Animation]] "
"Michael Bublé","Q153694","studio = 12 "
"Ron","Q2748386","studio = 23 "
"Dido","Q202550","studio = 5 "
"Siamo fatti così","Q913207","studio = [[Procidis]] "
"Paris Jackson","Q7137312","studio = 1 + (1EP) }} {{Bio "
"Modern Talking","Q27417","studio = 13 "
"Mika","Q186329","studio = 5 "
"Iggy Pop","Q182665","studio = 14 "
"Laura Imbruglia","Q448575","studio = 3 }} {{Bio "
"6ix9ine","Q44479972","studio = 2 "
"Aung San Suu Kyi","Q36740","studio = |alma mater = [[Lady Shri Ram College for Women"
"Jill Hennessy","Q237925","studio = |album live = "
"Dragon Ball Kai","Q704651","studio = [[Toei Animation]] "
"Layne Staley","Q309838","studio = |album live = "
